ID;KD_PROV;KD_KAB;KD_KEC;KD_DESA;NAMA;STATUS_ADM
47410;33;74;11;1004;PEDALANGAN;KELURAHAN
47411;33;74;11;1005;BANYUMANIK;KELURAHAN
47412;33;74;11;1006;SRONDOL KULON;KELURAHAN
47413;33;74;11;1007;SRONDOL WETAN;KELURAHAN
47414;33;74;11;1008;NGESREP;KELURAHAN
47415;33;74;11;1009;TINJOMOYO;KELURAHAN
47416;33;74;11;1010;PADANGSARI;KELURAHAN
47417;33;74;11;1011;SUMURBOTO;KELURAHAN
47418;33;74;12;1001;PAKINTELAN;KELURAHAN
47419;33;74;12;1002;MANGUNSARI;KELURAHAN
47420;33;74;12;1003;PLALANGAN;KELURAHAN
47421;33;74;12;1004;GUNUNGPATI;KELURAHAN
47422;33;74;12;1005;NONGKOSAWIT;KELURAHAN
47423;33;74;12;1006;PONGANGAN;KELURAHAN
47424;33;74;12;1007;NGIJO;KELURAHAN
47425;33;74;12;1008;PATEMON;KELURAHAN
47426;33;74;12;1009;SEKARAN;KELURAHAN
47427;33;74;12;1010;SUKOREJO;KELURAHAN
47428;33;74;12;1011;SADENG;KELURAHAN
47429;33;74;12;1012;CEPOKO;KELURAHAN
47430;33;74;12;1013;JATIREJO;KELURAHAN
47431;33;74;12;1014;SUMURREJO;KELURAHAN
47432;33;74;12;1015;KALISEGORO;KELURAHAN
47433;33;74;12;1016;KANDRI;KELURAHAN
47434;33;74;13;1001;NGEMPLAK SIMONGAN;KELURAHAN
47435;33;74;13;1002;MANYARAN;KELURAHAN
47436;33;74;13;1003;KRAPYAK;KELURAHAN
47437;33;74;13;1004;TAMBAKHARJO;KELURAHAN
47438;33;74;13;1005;KALIBANTENG  KULON;KELURAHAN
47439;33;74;13;1006;KALIBANTENG  KIDUL;KELURAHAN
47440;33;74;13;1007;GISIKDRONO;KELURAHAN
47441;33;74;13;1008;BONGSARI;KELURAHAN
47442;33;74;13;1009;BOJONGSALAMAN;KELURAHAN
47443;33;74;13;1010;SALAMANMLOYO;KELURAHAN
47444;33;74;13;1011;CABEAN;KELURAHAN
47445;33;74;13;1012;KARANGAYU;KELURAHAN
47446;33;74;13;1013;KROBOKAN;KELURAHAN
47447;33;74;13;1014;TAWANGSARI;KELURAHAN
47448;33;74;13;1015;TAWANGMAS;KELURAHAN
47449;33;74;13;1016;KEMBANGARUM;KELURAHAN
47450;33;74;14;1001;CANGKIRAN;KELURAHAN
47451;33;74;14;1002;BUBAKAN;KELURAHAN
47452;33;74;14;1003;KARANGMALANG;KELURAHAN
47453;33;74;14;1004;POLAMAN;KELURAHAN
47454;33;74;14;1005;PURWOSARI;KELURAHAN
47455;33;74;14;1006;TAMBANGAN;KELURAHAN
47456;33;74;14;1007;WONOLOPO;KELURAHAN
47457;33;74;14;1008;MIJEN;KELURAHAN
47458;33;74;14;1009;JATIBARANG;KELURAHAN
47459;33;74;14;1010;KEDUNGPANE;KELURAHAN
47460;33;74;14;1011;NGADIRGO;KELURAHAN
47461;33;74;14;1012;WONOPLUMBON;KELURAHAN
47462;33;74;14;1013;JATISARI;KELURAHAN
47463;33;74;14;1014;PESANTREN;KELURAHAN
47464;33;74;15;1001;GONDORIYO;KELURAHAN
47465;33;74;15;1002;PODOREJO;KELURAHAN
47466;33;74;15;1003;BERINGIN;KELURAHAN
47467;33;74;15;1004;PURWOYOSO;KELURAHAN
47468;33;74;15;1005;KALIPANCUR;KELURAHAN
47469;33;74;15;1006;BAMBANKEREP;KELURAHAN
47470;33;74;15;1007;NGALIYAN;KELURAHAN
47471;33;74;15;1008;TAMBAKAJI;KELURAHAN
47472;33;74;15;1009;WONOSARI;KELURAHAN
47473;33;74;15;1010;WATES;KELURAHAN
47474;33;74;16;1001;JERAKAH;KELURAHAN
47475;33;74;16;1002;TUGUREJO;KELURAHAN
47476;33;74;16;1003;KARANGANYAR;KELURAHAN
47477;33;74;16;1004;RANDUGARUT;KELURAHAN
47478;33;74;16;1005;MANGKANG WETAN;KELURAHAN
47479;33;74;16;1006;MANGKANG KULON;KELURAHAN
47480;33;74;16;1007;MANGUNHARJO;KELURAHAN
47481;33;75;01;1002;MEDONO;KELURAHAN
47482;33;75;01;1003;PODOSUGIH;KELURAHAN
47483;33;75;01;1004;SAPURO KEBULEN;KELURAHAN
47484;33;75;01;1006;BENDAN KERGON;KELURAHAN
47485;33;75;01;1008;PASIRKRATONKRAMAT;KELURAHAN
47486;33;75;01;1009;TIRTO;KELURAHAN
47487;33;75;01;1012;PRINGREJO;KELURAHAN
47488;33;75;02;1002;NOYONTAANSARI;KELURAHAN
47489;33;75;02;1004;KAUMAN;KELURAHAN
47490;33;75;02;1007;PONCOL;KELURAHAN
47491;33;75;02;1008;KLEGO;KELURAHAN
47492;33;75;02;1009;GAMER;KELURAHAN
47493;33;75;02;1010;SETONO;KELURAHAN
47494;33;75;02;1012;KALI BAROS;KELURAHAN
47495;33;75;03;1002;KRAPYAK;KELURAHAN
47496;33;75;03;1003;KANDANG PANJANG;KELURAHAN
47497;33;75;03;1004;PANJANG WETAN;KELURAHAN
47498;33;75;03;1006;PADUKUHAN KRATON;KELURAHAN
47499;33;75;03;1007;DEGAYU;KELURAHAN
47500;33;75;03;1009;BANDENGAN;KELURAHAN
47501;33;75;03;1010;PANJANG BARU;KELURAHAN
47502;33;75;04;1002;BANYURIP;KELURAHAN
47503;33;75;04;1003;BUARAN KRADENAN;KELURAHAN
47504;33;75;04;1004;JENGGOT;KELURAHAN
47505;33;75;04;1006;KURIPAN KERTOHARJO;KELURAHAN
47506;33;75;04;1008;KURIPAN YOSOREJO;KELURAHAN
47507;33;75;04;1010;SOKODUWET;KELURAHAN
47508;33;76;01;1001;PESURUNGAN KIDUL;KELURAHAN
47509;33;76;01;1002;DEBONG LOR;KELURAHAN
47510;33;76;01;1003;KEMANDUNGAN;KELURAHAN
47511;33;76;01;1004;PEKAUMAN;KELURAHAN
47512;33;76;01;1005;KRATON;KELURAHAN
47513;33;76;01;1006;TEGALSARI;KELURAHAN
47514;33;76;01;1007;MUARAREJA;KELURAHAN
47515;33;76;02;1001;KEJAMBON;KELURAHAN
47516;33;76;02;1002;SLEROK;KELURAHAN
47517;33;76;02;1003;PANGGUNG;KELURAHAN
47518;33;76;02;1004;MANGKUKUSUMAN;KELURAHAN
47519;33;76;02;1005;MINTARAGEN;KELURAHAN
47520;33;76;03;1001;KALINYAMAT  WETAN;KELURAHAN
47521;33;76;03;1002;BANDUNG;KELURAHAN
47522;33;76;03;1003;DEBONG KIDUL;KELURAHAN
47523;33;76;03;1004;TUNON;KELURAHAN
47524;33;76;03;1005;KETUREN;KELURAHAN
47525;33;76;03;1006;DEBONG KULON;KELURAHAN
47526;33;76;03;1007;DEBONG TENGAH;KELURAHAN
47527;33;76;03;1008;RANDUGUNTING;KELURAHAN
47528;33;76;04;1001;KALIGANGSA;KELURAHAN
47529;33;76;04;1002;KRANDON;KELURAHAN
47530;33;76;04;1003;CABAWAN;KELURAHAN
47531;33;76;04;1004;KALINYAMAT  KULON;KELURAHAN
47532;33;76;04;1005;MARGADANA;KELURAHAN
47533;33;76;04;1006;SUMURPANGGANG;KELURAHAN
47534;33;76;04;1007;PESURUNGAN  LOR;KELURAHAN
47535;34;01;01;2001;JANGKARAN;DESA
47536;34;01;01;2002;SINDUTAN;DESA
47537;34;01;01;2003;PALIHAN;DESA
47538;34;01;01;2004;GLAGAH;DESA
47539;34;01;01;2005;KALIDENGEN;DESA
47540;34;01;01;2006;PLUMBON;DESA
47541;34;01;01;2007;KEDUNDANG;DESA
47542;34;01;01;2008;DEMEN;DESA
47543;34;01;01;2009;KULUR;DESA
47544;34;01;01;2010;KALIGINTUNG;DESA
47545;34;01;01;2011;TEMON WETAN;DESA
47546;34;01;01;2012;TEMON KULON;DESA
47547;34;01;01;2013;KEBONREJO;DESA
47548;34;01;01;2014;JANTEN;DESA
47549;34;01;01;2015;KARANGWULUH;DESA
47550;34;01;02;2001;KARANGWUNI;DESA
47551;34;01;02;2002;SOGAN;DESA
47552;34;01;02;2003;KULWARU;DESA
47553;34;01;02;2004;NGESTIHARJO;DESA
47554;34;01;02;2005;BENDUNGAN;DESA
47555;34;01;02;2006;TRIHARJO;DESA
47556;34;01;02;2007;GIRIPENI;DESA
47557;34;01;02;1008;WATES;KELURAHAN
47558;34;01;03;2001;GARONGAN;DESA
47559;34;01;03;2002;PLERET;DESA
47560;34;01;03;2003;BUGEL;DESA
47561;34;01;03;2004;KANOMAN;DESA
47562;34;01;03;2005;DEPOK;DESA
47563;34;01;03;2006;BOJONG;DESA
47564;34;01;03;2007;TAYUBAN;DESA
47565;34;01;03;2008;GOTAKAN;DESA
47566;34;01;03;2009;PANJATAN;DESA
47567;34;01;03;2010;CERME;DESA
47568;34;01;03;2011;KREMBANGAN;DESA
47569;34;01;04;2001;BANARAN;DESA
47570;34;01;04;2002;KRANGGAN;DESA
47571;34;01;04;2003;NOMPOREJO;DESA
47572;34;01;04;2004;KARANGSEWU;DESA
47573;34;01;04;2005;TIRTORAHAYU;DESA
47574;34;01;04;2006;PANDOWAN;DESA
47575;34;01;04;2007;BROSOT;DESA
47576;34;01;05;2001;WAHYUHARJO;DESA
47577;34;01;05;2002;BUMIREJO;DESA
47578;34;01;05;2003;JATIREJO;DESA
47579;34;01;05;2004;SIDOREJO;DESA
47580;34;01;05;2005;GULUREJO;DESA
47581;34;01;05;2006;NGENTAKREJO;DESA
47582;34;01;06;2001;DEMANGREJO;DESA
47583;34;01;06;2002;SRIKAYANGAN;DESA
47584;34;01;06;2003;TUKSONO;DESA
47585;34;01;06;2004;SALAMREJO;DESA
47586;34;01;06;2005;SUKORENO;DESA
47587;34;01;06;2006;KALIAGUNG;DESA
47588;34;01;06;2007;SENTOLO;DESA
47589;34;01;06;2008;BANGUNCIPTO;DESA
47590;34;01;07;2001;TAWANGSARI;DESA
47591;34;01;07;2002;KARANGSARI;DESA
47592;34;01;07;2003;KEDUNGSARI;DESA
47593;34;01;07;2004;MARGOSARI;DESA
47594;34;01;07;2005;PENGASIH;DESA
47595;34;01;07;2006;SENDANGSARI;DESA
47596;34;01;07;2007;SIDOMULYO;DESA
47597;34;01;08;2001;HARGOMULYO;DESA
47598;34;01;08;2002;HARGOREJO;DESA
47599;34;01;08;2003;HARGOWILIS;DESA
47600;34;01;08;2004;KALIREJO;DESA
47601;34;01;08;2005;HARGOTIRTO;DESA
47602;34;01;09;2001;JATIMULYO;DESA
47603;34;01;09;2002;GIRIPURWO;DESA
47604;34;01;09;2003;PENDOWOREJO;DESA
47605;34;01;09;2004;PURWOSARI;DESA
47606;34;01;10;2001;BANYUROTO;DESA
47607;34;01;10;2002;DONOMULYO;DESA
47608;34;01;10;2003;WIJIMULYO;DESA
47609;34;01;10;2004;TANJUNGHARJO;DESA
47610;34;01;10;2005;JATISARONO;DESA
47611;34;01;10;2006;KEMBANG;DESA
47612;34;01;11;2001;KEBONHARJO;DESA
47613;34;01;11;2002;BANJARSARI;DESA
47614;34;01;11;2003;PURWOHARJO;DESA
47615;34;01;11;2004;SIDOHARJO;DESA
47616;34;01;11;2005;GERBOSARI;DESA
47617;34;01;11;2006;NGARGOSARI;DESA
47618;34;01;11;2007;PAGERHARJO;DESA
47619;34;01;12;2001;BANJARARUM;DESA
47620;34;01;12;2002;BANJARASRI;DESA
47621;34;01;12;2003;BANJARHARJO;DESA
47622;34;01;12;2004;BANJAROYO;DESA
47623;34;02;01;2001;PONCOSARI;DESA
47624;34;02;01;2002;TRIMURTI;DESA
47625;34;02;02;2001;GADINGSARI;DESA
47626;34;02;02;2002;GADINGHARJO;DESA
47627;34;02;02;2003;SRIGADING;DESA
47628;34;02;02;2004;MURTIGADING;DESA
47629;34;02;03;2001;TIRTOMULYO;DESA
47630;34;02;03;2002;PARANGTRITIS;DESA
47631;34;02;03;2003;DONOTIRTO;DESA
47632;34;02;03;2004;TIRTOSARI;DESA
47633;34;02;03;2005;TIRTOHARGO;DESA
47634;34;02;04;2001;SELOHARJO;DESA
47635;34;02;04;2002;PANJANGREJO;DESA
47636;34;02;04;2003;SRIHARDONO;DESA
47637;34;02;05;2001;SIDOMULYO;DESA
47638;34;02;05;2002;MULYODADI;DESA
47639;34;02;05;2003;SUMBERMULYO;DESA
47640;34;02;06;2001;CATUHARJO;DESA
47641;34;02;06;2002;TRIHARJO;DESA
47642;34;02;06;2003;GILANGHARJO;DESA
47643;34;02;06;2004;WIJIREJO;DESA
47644;34;02;07;2001;TRIWIDADI;DESA
47645;34;02;07;2002;SENDANGSARI;DESA
47646;34;02;07;2003;GUWOSARI;DESA
47647;34;02;08;2001;PALBAPANG;DESA
47648;34;02;08;2002;RINGINHARJO;DESA
47649;34;02;08;2003;BANTUL;DESA
47650;34;02;08;2004;TRIRENGGO;DESA
47651;34;02;08;2005;SABDODADI;DESA
47652;34;02;09;2001;PATALAN;DESA
47653;34;02;09;2002;CANDEN;DESA
47654;34;02;09;2003;SUMBERAGUNG;DESA
47655;34;02;09;2004;TRIMULYO;DESA
47656;34;02;10;2001;SELOPAMIORO;DESA
47657;34;02;10;2002;SRIHARJO;DESA
47658;34;02;10;2003;WUKIRSARI;DESA
47659;34;02;10;2004;KEBONAGUNG;DESA
47660;34;02;10;2005;KARANGTENGAH;DESA
47661;34;02;10;2006;GIRIREJO;DESA
47662;34;02;10;2007;KARANGTALUN;DESA
47663;34;02;10;2008;IMOGIRI;DESA
47664;34;02;11;2001;MANGUNAN;DESA
47665;34;02;11;2002;MUNTUK;DESA
47666;34;02;11;2003;DLINGO;DESA
47667;34;02;11;2004;TEMUWUH;DESA
47668;34;02;11;2005;TERONG;DESA
47669;34;02;11;2006;JATIMULYO;DESA
47670;34;02;12;2001;BATURETNO;DESA
47671;34;02;12;2002;BANGUNTAPAN;DESA
47672;34;02;12;2003;JAGALAN;DESA
47673;34;02;12;2004;SINGOSAREN;DESA
47674;34;02;12;2005;JAMBIDAN;DESA
47675;34;02;12;2006;POTORONO;DESA
47676;34;02;12;2007;TAMANAN;DESA
47677;34;02;12;2008;WIROKERTEN;DESA
47678;34;02;13;2001;WONOKROMO;DESA
47679;34;02;13;2002;PLERET;DESA
47680;34;02;13;2003;SEGOROYOSO;DESA
47681;34;02;13;2004;BAWURAN;DESA
47682;34;02;13;2005;WONOLELO;DESA
47683;34;02;14;2001;SITIMULYO;DESA
47684;34;02;14;2002;SRIMULYO;DESA
47685;34;02;14;2003;SRIMARTANI;DESA
47686;34;02;15;2001;PENDOWOHARJO;DESA
47687;34;02;15;2002;TIMBULHARJO;DESA
47688;34;02;15;2003;BANGUNHARJO;DESA
47689;34;02;15;2004;PANGGUNGHARJO;DESA
47690;34;02;16;2001;BANGUNJIWO;DESA
47691;34;02;16;2002;TIRTONIRMOLO;DESA
47692;34;02;16;2003;TAMANTIRTO;DESA
47693;34;02;16;2004;NGESTIHARJO;DESA
47694;34;02;17;2001;ARGODADI;DESA
47695;34;02;17;2002;ARGOREJO;DESA
47696;34;02;17;2003;ARGOSARI;DESA
47697;34;02;17;2004;ARGOMULYO;DESA
47698;34;03;01;2001;WONOSARI;DESA
47699;34;03;01;2002;KEPEK;DESA
47700;34;03;01;2003;PIYAMAN;DESA
47701;34;03;01;2004;GARI;DESA
47702;34;03;01;2005;KARANGTENGAH;DESA
47703;34;03;01;2006;SELANG;DESA
47704;34;03;01;2007;BALEHARJO;DESA
47705;34;03;01;2008;SIRAMAN;DESA
47706;34;03;01;2009;PULUTAN;DESA
47707;34;03;01;2010;WARENG;DESA
47708;34;03;01;2011;DUWET;DESA
47709;34;03;01;2012;MULO;DESA
47710;34;03;01;2013;WUNUNG;DESA
47711;34;03;01;2014;KARANGREJEK;DESA
47712;34;03;02;2001;NATAH;DESA
47713;34;03;02;2002;PILANGREJO;DESA
47714;34;03;02;2003;KEDUNGPOH;DESA
47715;34;03;02;2004;PENGKOL;DESA
47716;34;03;02;2005;KEDUNGKERIS;DESA
47717;34;03;02;2006;NGLIPAR;DESA
47718;34;03;02;2007;KATONGAN;DESA
47719;34;03;03;2001;BANYUSOCO;DESA
47720;34;03;03;2002;PLEMBUTAN;DESA
47721;34;03;03;2003;BLEBERAN;DESA
47722;34;03;03;2004;GETAS;DESA
47723;34;03;03;2005;DENGOK;DESA
47724;34;03;03;2006;NGUNUT;DESA
47725;34;03;03;2007;PLAYEN;DESA
47726;34;03;03;2008;NGAWU;DESA
47727;34;03;03;2009;BANDUNG;DESA
47728;34;03;03;2010;LOGANDENG;DESA
47729;34;03;03;2011;GADING;DESA
47730;34;03;03;2012;BANARAN;DESA
47731;34;03;03;2013;NGLERI;DESA
47732;34;03;04;2001;BUNDER;DESA
47733;34;03;04;2002;BEJI;DESA
47734;34;03;04;2003;PENGKOK;DESA
47735;34;03;04;2004;SEMOYO;DESA
47736;34;03;04;2005;SALAM;DESA
47737;34;03;04;2006;PATUK;DESA
47738;34;03;04;2007;NGORO-ORO;DESA
47739;34;03;04;2008;NGLANGGERAN;DESA
47740;34;03;04;2009;PUTAT;DESA
47741;34;03;04;2010;NGLEGI;DESA
47742;34;03;04;2011;TERBAH;DESA
47743;34;03;05;2001;SODO;DESA
47744;34;03;05;2002;PAMPANG;DESA
47745;34;03;05;2003;GROGOL;DESA
47746;34;03;05;2004;KARANGDUWET;DESA
47747;34;03;05;2005;KARANGASEM;DESA
47748;34;03;05;2006;MULUSAN;DESA
47749;34;03;05;2007;GIRING;DESA
47750;34;03;06;2001;GIRIKARTO;DESA
47751;34;03;06;2002;GIRISEKAR;DESA
47752;34;03;06;2003;GIRIMULYO;DESA
47753;34;03;06;2004;GIRIWUNGU;DESA
47754;34;03;06;2005;GIRIHARJO;DESA
47755;34;03;06;2006;GIRISUKO;DESA
47756;34;03;07;2001;GIRIPANGGUNG;DESA
47757;34;03;07;2002;SUMBERWUNGU;DESA
47758;34;03;07;2003;SIDOHARJO;DESA
47759;34;03;07;2004;TEPUS;DESA
47760;34;03;07;2005;PURWODADI;DESA
47761;34;03;08;2001;NGEPOSARI;DESA
47762;34;03;08;2002;SEMANU;DESA
47763;34;03;08;2003;PACAREJO;DESA
47764;34;03;08;2004;CANDIREJO;DESA
47765;34;03;08;2005;DADAPAYU;DESA
47766;34;03;09;2001;BEJIHARJO;DESA
47767;34;03;09;2002;WILADEG;DESA
47768;34;03;09;2003;BENDUNGAN;DESA
47769;34;03;09;2004;KELOR;DESA
47770;34;03;09;2005;NGIPAK;DESA
47771;34;03;09;2006;KARANGMOJO;DESA
47772;34;03;09;2007;GEDANGREJO;DESA
47773;34;03;09;2008;NGAWIS;DESA
47774;34;03;09;2009;JATIAYU;DESA
47775;34;03;10;2001;UMBULREJO;DESA
47776;34;03;10;2002;SAWAHAN;DESA
47777;34;03;10;2003;TAMBAKROMO;DESA
47778;34;03;10;2004;KENTENG;DESA
47779;34;03;10;2005;SUMBERGIRI;DESA
47780;34;03;10;2006;GENJAHAN;DESA
47781;34;03;10;2007;PONJONG;DESA
47782;34;03;10;2008;KARANGASEM;DESA
47783;34;03;10;2009;BEDOYO;DESA
47784;34;03;10;2010;SIDOREJO;DESA
47785;34;03;10;2011;GOMBANG;DESA
47786;34;03;11;2001;BOHOL;DESA
47787;34;03;11;2002;PRINGOMBO;DESA
47788;34;03;11;2003;BOTODAYAAN;DESA
47789;34;03;11;2004;PETIR;DESA
47790;34;03;11;2005;PUCANGANOM;DESA
47791;34;03;11;2006;SEMUGIH;DESA
47792;34;03;11;2007;MELIKAN;DESA
47793;34;03;11;2008;KARANGWUNI;DESA
47794;34;03;12;2001;KALITEKUK;DESA
47795;34;03;12;2002;KEMEJING;DESA
47796;34;03;12;2003;BULUREJO;DESA
47797;34;03;12;2004;SUMBEREJO;DESA
47798;34;03;12;2005;BENDUNG;DESA
47799;34;03;12;2006;CANDIREJO;DESA
47800;34;03;12;2007;REJOSARI;DESA
47801;34;03;12;2008;KARANGSARI;DESA
47802;34;03;12;2009;PUNDUNGSARI;DESA
47803;34;03;12;2010;SEMIN;DESA
47804;34;03;13;2001;TANCEP;DESA
47805;34;03;13;2002;SAMBIREJO;DESA
47806;34;03;13;2003;JURANGJERO;DESA
47807;34;03;13;2004;KAMPUNG;DESA
47808;34;03;13;2005;BEJI;DESA
47809;34;03;13;2006;WATUSIGAR;DESA
47810;34;03;14;2001;HARGOMULYO;DESA
47811;34;03;14;2002;MERTELU;DESA
47812;34;03;14;2003;WATUGAJAH;DESA
47813;34;03;14;2004;SAMPANG;DESA
47814;34;03;14;2005;SERUT;DESA
47815;34;03;14;2006;NGALANG;DESA
47816;34;03;14;2007;TEGALREJO;DESA
47817;34;03;15;2001;KRAMBILSAWIT;DESA
47818;34;03;15;2002;NGLORO;DESA
47819;34;03;15;2003;JETIS;DESA
47820;34;03;15;2004;KEPEK;DESA
47821;34;03;15;2005;KANIGORO;DESA
47822;34;03;15;2006;MONGGOL;DESA
47823;34;03;15;2007;PLANJAN;DESA
47824;34;03;16;2001;BALONG;DESA
47825;34;03;16;2002;JEPITU;DESA
47826;34;03;16;2003;KARANGAWEN;DESA
47827;34;03;16;2004;NGLINDUR;DESA
47828;34;03;16;2005;JERUKWUDEL;DESA
47829;34;03;16;2006;TILENG;DESA
47830;34;03;16;2007;PUCUNG;DESA
47831;34;03;16;2008;SONGBANYU;DESA
47832;34;03;17;2001;HARGOSARI;DESA
47833;34;03;17;2002;KEMIRI;DESA
47834;34;03;17;2003;KEMADANG;DESA
47835;34;03;17;2004;BANJAREJO;DESA
47836;34;03;17;2005;NGESTIREJO;DESA
47837;34;03;18;2001;GIRIPURWO;DESA
47838;34;03;18;2002;GIRICAHYO;DESA
47839;34;03;18;2003;GIRIJATI;DESA
47840;34;03;18;2004;GIRIASIH;DESA
47841;34;03;18;2005;GIRITIRTO;DESA
47842;34;04;01;2001;BALECATUR;DESA
47843;34;04;01;2002;AMBARKETAWANG;DESA
47844;34;04;01;2003;BANYURADEN;DESA
47845;34;04;01;2004;NOGOTIRTO;DESA
47846;34;04;01;2005;TRIHANGGO;DESA
47847;34;04;02;2001;SIDOREJO;DESA
47848;34;04;02;2002;SIDOLUHUR;DESA
47849;34;04;02;2003;SIDOMULYO;DESA
47850;34;04;02;2004;SIDOAGUNG;DESA
47851;34;04;02;2005;SIDOKARTO;DESA
47852;34;04;02;2006;SIDOARUM;DESA
47853;34;04;02;2007;SIDOMOYO;DESA
47854;34;04;03;2001;SUMBERAHAYU;DESA
47855;34;04;03;2002;SUMBERSARI;DESA
47856;34;04;03;2003;SUMBERAGUNG;DESA
47857;34;04;03;2004;SUMBERARUM;DESA
47858;34;04;04;2001;SENDANGARUM;DESA
47859;34;04;04;2002;SENDANGMULYO;DESA
47860;34;04;04;2003;SENDANGAGUNG;DESA
47861;34;04;04;2004;SENDANGSARI;DESA
47862;34;04;04;2005;SENDANGREJO;DESA
47863;34;04;05;2001;MARGOLUWIH;DESA
47864;34;04;05;2002;MARGODADI;DESA
47865;34;04;05;2003;MARGOKATON;DESA
47866;34;04;05;2004;MARGOMULYO;DESA
47867;34;04;05;2005;MARGOAGUNG;DESA
47868;34;04;06;2001;SINDUADI;DESA
47869;34;04;06;2002;SENDANGADI;DESA
47870;34;04;06;2003;TLOGOADI;DESA
47871;34;04;06;2004;TIRTOADI;DESA
47872;34;04;06;2005;SUMBERADI;DESA
47873;34;04;07;2001;CATURTUNGGAL;DESA
47874;34;04;07;2002;MAGUWOHARJO;DESA
47875;34;04;07;2003;CONDONGCATUR;DESA
47876;34;04;08;2001;SENDANGTIRTO;DESA
47877;34;04;08;2002;TEGALTIRTO;DESA
47878;34;04;08;2003;KALITIRTO;DESA
47879;34;04;08;2004;JOGOTIRTO;DESA
47880;34;04;09;2001;SUMBERHARJO;DESA
47881;34;04;09;2002;WUKIRHARJO;DESA
47882;34;04;09;2003;GAYAMHARJO;DESA
47883;34;04;09;2004;SAMBIREJO;DESA
47884;34;04;09;2005;MADUREJO;DESA
47885;34;04;09;2006;BOKOHARJO;DESA
47886;34;04;10;2001;PURWOMARTANI;DESA
47887;34;04;10;2002;TIRTOMARTANI;DESA
47888;34;04;10;2003;TAMANMARTANI;DESA
47889;34;04;10;2004;SELOMARTANI;DESA
47890;34;04;11;2001;SINDUMARTANI;DESA
47891;34;04;11;2002;BIMOMARTANI;DESA
47892;34;04;11;2003;WIDODOMARTANI;DESA
47893;34;04;11;2004;WEDOMARTANI;DESA
47894;34;04;11;2005;UMBULMARTANI;DESA
47895;34;04;12;2001;SARIHARJO;DESA
47896;34;04;12;2002;MINOMARTANI;DESA
47897;34;04;12;2003;SINDUHARJO;DESA
47898;34;04;12;2004;SUKOHARJO;DESA
47899;34;04;12;2005;SARDONOHARJO;DESA
47900;34;04;12;2006;DONOHARJO;DESA
47901;34;04;13;2001;CATURHARJO;DESA
47902;34;04;13;2002;TRIHARJO;DESA
47903;34;04;13;2003;TRIDADI;DESA
47904;34;04;13;2004;PANDOWOHARJO;DESA
47905;34;04;13;2005;TRIMULYO;DESA
47906;34;04;14;2001;BANYUREJO;DESA
47907;34;04;14;2002;TAMBAKREJO;DESA
47908;34;04;14;2003;SUMBERREJO;DESA
47909;34;04;14;2004;PONDOKREJO;DESA
47910;34;04;14;2005;MOROREJO;DESA
47911;34;04;14;2006;MARGOREJO;DESA
47912;34;04;14;2007;LUMBUNGREJO;DESA
47913;34;04;14;2008;MERDIKOREJO;DESA
47914;34;04;15;2001;BANGUNKERTO;DESA
47915;34;04;15;2002;DONOKERTO;DESA
47916;34;04;15;2003;GIRIKERTO;DESA
47917;34;04;15;2004;WONOKERTO;DESA
47918;34;04;16;2001;PURWOBINANGUN;DESA
47919;34;04;16;2002;CANDIBINANGUN;DESA
47920;34;04;16;2003;HARJOBINANGUN;DESA
47921;34;04;16;2004;PAKEMBINANGUN;DESA
47922;34;04;16;2005;HARGOBINANGUN;DESA
47923;34;04;17;2001;ARGOMULYO;DESA
47924;34;04;17;2002;WUKIRSARI;DESA
47925;34;04;17;2003;GLAGAHARJO;DESA
47926;34;04;17;2004;KEPUHARJO;DESA
47927;34;04;17;2005;UMBULHARJO;DESA
47928;34;71;01;1001;KRICAK;KELURAHAN
47929;34;71;01;1002;KARANGWARU;KELURAHAN
47930;34;71;01;1003;TEGALREJO;KELURAHAN
47931;34;71;01;1004;BENER;KELURAHAN
47932;34;71;02;1001;BUMIJO;KELURAHAN
47933;34;71;02;1002;COKRODININGRATAN;KELURAHAN
47934;34;71;02;1003;GOWONGAN;KELURAHAN
47935;34;71;03;1001;DEMANGAN;KELURAHAN
47936;34;71;03;1002;KOTABARU;KELURAHAN
47937;34;71;03;1003;KLITREN;KELURAHAN
47938;34;71;03;1004;BACIRO;KELURAHAN
47939;34;71;03;1005;TERBAN;KELURAHAN
47940;34;71;04;1001;SURYATMAJAN;KELURAHAN
47941;34;71;04;1002;TEGALPANGGUNG;KELURAHAN
47942;34;71;04;1003;BAUSASRAN;KELURAHAN
47943;34;71;05;1001;SOSROMENDURAN;KELURAHAN
47944;34;71;05;1002;PRINGGOKUSUMAN;KELURAHAN
47945;34;71;06;1001;NGAMPILAN;KELURAHAN
47946;34;71;06;1002;NOTOPRAJAN;KELURAHAN
47947;34;71;07;1001;PAKUNCEN;KELURAHAN
47948;34;71;07;1002;WIROBRAJAN;KELURAHAN
47949;34;71;07;1003;PATANGPULUHAN;KELURAHAN
47950;34;71;08;1001;GEDONGKIWO;KELURAHAN
47951;34;71;08;1002;SURYODININGRATAN;KELURAHAN
47952;34;71;08;1003;MANTRIJERON;KELURAHAN
47953;34;71;09;1001;PATEHAN;KELURAHAN
47954;34;71;09;1002;PANEMBAHAN;KELURAHAN
47955;34;71;09;1003;KADIPATEN;KELURAHAN
47956;34;71;10;1001;NGUPASAN;KELURAHAN
